,level_0,index,name,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
1743,1743,0,Maharadja: Paleizenbouw in India,2004,2,5,90,12,,https://cf.geekdo-images.com/BPJDeSSatiiw1eTAnxx5-g__thumb/img/Lslbt68cs39OKA2XO0idRyjEG1Q=/fit-in/200x150/filters:strip_icc()/pic44952.jpg
1744,1744,0,Kitchen Rush,2017,1,4,45,12,,https://cf.geekdo-images.com/tNhxjR4AzMPY9WxOPS-gZQ__thumb/img/Urs4Wd-AgM0sbY-rlD_dFJeOdZs=/fit-in/200x150/filters:strip_icc()/pic3559531.jpg
1745,1745,0,Forbidden Island,2010,2,4,30,10,,https://cf.geekdo-images.com/JgAkEBUaiHOsOS94iRMs2w__thumb/img/5aPR8-KMbgucI_XkPE2PJaMQQsg=/fit-in/200x150/filters:strip_icc()/pic646458.jpg
1746,1746,0,Black Rose Wars,2019,1,4,90,14,,https://cf.geekdo-images.com/rr2DdYF5ccQpKpvWsG7EoA__thumb/img/bndeEEnQk_5mNCEcNu09kbDp6GU=/fit-in/200x150/filters:strip_icc()/pic3973771.jpg
1747,1747,0,Les Aventuriers du Rail: Autour du Monde,2016,2,5,120,10,,https://cf.geekdo-images.com/KaTRZHY0XpW-ZSgjaRNzmg__thumb/img/gGMP1QhYWoI6w3Y1p3BarUNuwRg=/fit-in/200x150/filters:strip_icc()/pic3066862.jpg
1748,1748,0,Tumblin' Dice,2004,2,4,45,13,,https://cf.geekdo-images.com/CR8g-n1ZZC7hf8NS-OJFQg__thumb/img/JTsKjJte4YXujPTYnqGpR8CMAig=/fit-in/200x150/filters:strip_icc()/pic2635002.jpg
1749,1749,0,Im Wandel der Zeiten: Das Würfelspiel – Bronzezeit,2008,1,4,45,8,,https://cf.geekdo-images.com/VoLyy7ScO6aAU9Neo7KCiA__thumb/img/sdS7GaTnYXsIsvex3eCwoeMVArg=/fit-in/200x150/filters:strip_icc()/pic986758.jpg
1750,1750,0,Tragedy Looper,2011,2,4,120,13,,https://cf.geekdo-images.com/fsUCwhRp_5knh6eY8EduTw__thumb/img/_mkrhR0iN7QX5e1LhsPtDbhXhMo=/fit-in/200x150/filters:strip_icc()/pic2046290.png
1751,1751,0,BASTA,1980,2,4,30,9,,https://cf.geekdo-images.com/JZpo3AnyFH4TqxKWFSFKGQ__thumb/img/KxfmwuPAgmmNACBQkxIaYUxKdLI=/fit-in/200x150/filters:strip_icc()/pic1046518.jpg
1752,1752,0,Age of Industry,2010,2,5,120,13,,https://cf.geekdo-images.com/F1DJ5wsTySoSTTb9E3fouQ__thumb/img/BpkzyXVeVxZVBmac2jam5LfI4Fg=/fit-in/200x150/filters:strip_icc()/pic715611.jpg
1753,1753,0,Atlantis Rising (Second Edition),2019,1,7,120,10,,https://cf.geekdo-images.com/WRHngbJkWiKAJ4U8xSySIQ__thumb/img/kZ9kSXPe8naMaTtc9IV4SFOBCcw=/fit-in/200x150/filters:strip_icc()/pic4895878.jpg
1754,1754,0,Cursa Negustorilor: Ghilda Comercianților Extraordinari,2015,2,4,30,10,,https://cf.geekdo-images.com/mK2jITNJ3vgNWKbliMpErQ__thumb/img/irnxGy1_lItTKz8J_4OjgwB7oGA=/fit-in/200x150/filters:strip_icc()/pic2772192.jpg
1755,1755,0,Pictomania,2011,3,6,25,9,,https://cf.geekdo-images.com/0m0X8qZxfARpz0lmzjxSEw__thumb/img/swi0YmUUKWTu54c8XN1NlsawYuQ=/fit-in/200x150/filters:strip_icc()/pic2360788.png
1756,1756,0,Catacombs (Third Edition),2015,2,5,90,14,,https://cf.geekdo-images.com/fc7Ep7xvFxDy_UNOsi2QsQ__thumb/img/R2Pp302HiLuQfvqN-zEn6GhZIpE=/fit-in/200x150/filters:strip_icc()/pic5416481.jpg
1757,1757,0,Pan Am,2020,2,4,60,12,,https://cf.geekdo-images.com/Dkd1DKelqroYz21llrqJ_A__thumb/img/Z2ABrbZpzhogn2V3uyZMAuUf5OA=/fit-in/200x150/filters:strip_icc()/pic5252922.jpg
1758,1758,0,Louis XIV,2005,2,4,100,12,,https://cf.geekdo-images.com/TsxO4Iggn_kKRMBlR14gJg__thumb/img/fqur7wJo01qzNKMPAbd2yYHO0pY=/fit-in/200x150/filters:strip_icc()/pic63296.jpg
1759,1759,0,Core Worlds,2011,2,5,120,10,,https://cf.geekdo-images.com/Yim5NN5RexitX1ZaAsrKSg__thumb/img/sianmpiJv5zgUJcB5K4fJj0MXyE=/fit-in/200x150/filters:strip_icc()/pic1063921.jpg
1760,1760,0,Tammany Hall,2007,3,5,90,12,,https://cf.geekdo-images.com/Oesqx8u3Wuwa0S1JcsQREg__thumb/img/GmitOj1Yvh7GO_g3Buwdwo-zMx0=/fit-in/200x150/filters:strip_icc()/pic5585780.png
1761,1761,0,Heroscape Master Set: Swarm of the Marro,2007,2,4,60,8,,https://cf.geekdo-images.com/NYtpwphT76CH7bpmdJkAaw__thumb/img/OrqM15_E2Lj_7bFpsTex2KzJncM=/fit-in/200x150/filters:strip_icc()/pic268096.jpg
1762,1762,0,Wasteland Express Delivery Service,2017,2,5,120,13,,https://cf.geekdo-images.com/s6yFAO5N9PIJsfqp7WMgyw__thumb/img/G6KOpK5yYnd75ch9F6g_T-G-rlg=/fit-in/200x150/filters:strip_icc()/pic3612509.png
1763,1763,0,Dungeons & Dragons: Wrath of Ashardalon Board Game,2011,1,5,60,12,,https://cf.geekdo-images.com/jIisRmDxzy6UfiRRpi1Xdw__thumb/img/vDPsmmoz_a6DD6ksbUOiqm16XlM=/fit-in/200x150/filters:strip_icc()/pic968280.jpg
1764,1764,0,Ascension: Des Âmes Déchaînées,2011,1,4,30,13,,https://cf.geekdo-images.com/aeC7vRuLeP2r9XkkojVtNg__thumb/img/4J_ugwcOcr5peBVd-K9bmdSnsVY=/fit-in/200x150/filters:strip_icc()/pic1149059.jpg
1765,1765,0,The King is Dead: Druga Edycja,2020,2,4,45,14,,https://cf.geekdo-images.com/p8ATnANurMdieJUELqN3IA__thumb/img/Cf-tr8Vc6XGuB-sN_rZq65OSVDw=/fit-in/200x150/filters:strip_icc()/pic5680120.jpg
1766,1766,0,Die Burgen von Burgund: Das Kartenspiel,2016,1,4,60,12,,https://cf.geekdo-images.com/j4Afdh1FVKpHscsHEKZR6w__thumb/img/BejEwf9-L12GEPh9FCRoV5rsMHk=/fit-in/200x150/filters:strip_icc()/pic2844943.jpg
1767,1767,0,Thunder Alley,2014,2,7,90,10,,https://cf.geekdo-images.com/bsJpFlch8oDh0k8e5pc9GA__thumb/img/WR-dSFptjI6YbamHhQe48Ee5tNw=/fit-in/200x150/filters:strip_icc()/pic2062087.jpg
1768,1768,0,Kardinaal & Koning,2000,3,5,60,12,,https://cf.geekdo-images.com/AQiDnYHjzFh34SOPCNzrHg__thumb/img/-XcIT5SRD0sJpLwitIKbQfkzmz0=/fit-in/200x150/filters:strip_icc()/pic209855.jpg
1769,1769,0,Hawaï,2011,2,5,90,13,,https://cf.geekdo-images.com/9k84Frsbo6DyVaMR0mxaqA__thumb/img/G055Yf6D124jg0uNGO_LGrerkAQ=/fit-in/200x150/filters:strip_icc()/pic1188333.jpg
1770,1770,0,The Others,2016,2,5,90,14,,https://cf.geekdo-images.com/5VrDj4hKFp-jqyl8Fpwjjw__thumb/img/9CaYE5MphaFkBYcFHTkY1Z_JjoA=/fit-in/200x150/filters:strip_icc()/pic2642988.jpg
1771,1771,0,The City of Kings,2018,1,4,180,14,,https://cf.geekdo-images.com/uHWXusF0SPY6jWbKNSa-DQ__thumb/img/six2Xwh3YniHHk3nTnZLCJvGGtw=/fit-in/200x150/filters:strip_icc()/pic3407111.png
1772,1772,0,Britania,1986,3,5,300,12,,https://cf.geekdo-images.com/-M-1zs8oMttiUS2xd8qK4A__thumb/img/qjfnfPFYpTCgmvV9Yon2BDdy88Q=/fit-in/200x150/filters:strip_icc()/pic106711.jpg
1773,1773,0,Festiwal lampionów,2015,2,4,30,8,,https://cf.geekdo-images.com/JmY4nVWwW98qEn0NRbKdTw__thumb/img/qQuRUZQAineOCl4abLvZgPjnqTE=/fit-in/200x150/filters:strip_icc()/pic2372790.png
1774,1774,0,Palm Island,2018,1,2,15,10,,https://cf.geekdo-images.com/CPJhhXGPCPIIpsTh-p3UQQ__thumb/img/2N2T0qeyGfqLCy7egIYquhGhhHU=/fit-in/200x150/filters:strip_icc()/pic3995767.png
1775,1775,0,Čarodej,1984,3,6,45,10,,https://cf.geekdo-images.com/ygVQlepjPxyg7IizSCM_Tw__thumb/img/1qmNhxNzPDSu_Am2rmIobVe9J1M=/fit-in/200x150/filters:strip_icc()/pic5948.jpg
1776,1776,0,Oath: Chronicles of Empire and Exile,2021,1,6,120,10,,https://cf.geekdo-images.com/gTxav_KKQK1rDg-XuCjCSA__thumb/img/tFTOAKG5aDXxYfNRmJNmfyxH83M=/fit-in/200x150/filters:strip_icc()/pic5164812.jpg
1777,1777,0,Adrenalin,2016,3,5,60,12,,https://cf.geekdo-images.com/TiNI7bUCR2RPFMlvKEC9TQ__thumb/img/nnWEA6jjVsxPSuEC_Ooph9kzO_g=/fit-in/200x150/filters:strip_icc()/pic3476604.jpg
1778,1778,0,Invasores de Cítia,2020,1,4,80,12,,https://cf.geekdo-images.com/07MRsX6Tv5elGdefTOQxsQ__thumb/img/3iAtZSZA55jzXOgLP-nnRF3wAnc=/fit-in/200x150/filters:strip_icc()/pic5235769.png
1779,1779,0,Malá velká dobrodružství,2017,1,4,60,14,,https://cf.geekdo-images.com/Cd65qIFLnJlkWTfbKDk_FA__thumb/img/RaWuVFlY9wTY4g0d46WMWkZ-E3k=/fit-in/200x150/filters:strip_icc()/pic3120755.jpg
1780,1780,0,Dziedzictwo: Testament Diuka de Crecy,2013,1,4,60,8,,https://cf.geekdo-images.com/JmPqJ8-8JGJ2Es_NfKoDPA__thumb/img/vApy1mERh4Jg62RK9RlXdHU5U70=/fit-in/200x150/filters:strip_icc()/pic2225856.jpg
1781,1781,0,O Albergue Sangrento,2015,1,4,60,14,,https://cf.geekdo-images.com/GTUmt2ViVzJOT4ZKXbq2Zg__thumb/img/h-GMHsoeG4S6wRVjzlMGmP0UmQE=/fit-in/200x150/filters:strip_icc()/pic2618699.jpg
1782,1782,0,Dream Factory,2000,2,5,60,10,,https://cf.geekdo-images.com/Kpt0Ls0vC5-lJFanhpZtMg__thumb/img/IaaXpQNmW2khRrS3UKSk7O042Uw=/fit-in/200x150/filters:strip_icc()/pic510123.jpg
1783,1783,0,Bus,1999,3,5,120,14,,https://cf.geekdo-images.com/kdUgrIW97AMy0X_ZAXKBIQ__thumb/img/4M7epe99tiI_bvQGRPMo7OvxSko=/fit-in/200x150/filters:strip_icc()/pic4908538.jpg
1784,1784,0,Attika,2003,2,4,60,10,,https://cf.geekdo-images.com/qaqbQuVKcAd5hjWZxMQfpg__thumb/img/1iMHQlSP52-yRryXrEqncUQc5eU=/fit-in/200x150/filters:strip_icc()/pic33096.jpg
1785,1785,0,Blitzkrieg!: La seconde guerre mondiale en 20 minutes,2019,1,2,45,14,,https://cf.geekdo-images.com/O03NSgVOl-FsbLiAg_GV1w__thumb/img/_Oz_KuJStdA9akO-zfZ1rlrdxr4=/fit-in/200x150/filters:strip_icc()/pic4306846.jpg
1786,1786,0,Imperial Struggle,2020,2,2,240,12,,https://cf.geekdo-images.com/FTE7dxVd4jQaIwwRcCQcRw__thumb/img/ydG55mHxOdtN5RFN9B9z7qAgLBI=/fit-in/200x150/filters:strip_icc()/pic5291148.jpg
1787,1787,0,Bataille pour Rokugan,2017,2,5,90,14,,https://cf.geekdo-images.com/JzE8OpFRdj53PwkJRmAIVQ__thumb/img/wQo-lcn632l0PSEB0rhvm_A6laU=/fit-in/200x150/filters:strip_icc()/pic3741716.jpg
1788,1788,0,Aníbal y Amílcar,2018,2,2,200,12,,https://cf.geekdo-images.com/PHMTzdpZvTv7Ug4Mx0Lt7w__thumb/img/gJivqHIFPn1Z_4PDoFqAAZfD4PE=/fit-in/200x150/filters:strip_icc()/pic3477797.jpg
1789,1789,0,Qwixx,2012,2,5,15,8,,https://cf.geekdo-images.com/aOt-bT9nDzZdWl0dUqLy4w__thumb/img/VSCBC4785-3S8YMBzu8tafaoa_w=/fit-in/200x150/filters:strip_icc()/pic1950487.jpg
1790,1790,0,Flick 'em Up!,2015,2,10,45,7,,https://cf.geekdo-images.com/uTrqB91Kzvqtb4Ophk1BPw__thumb/img/uYpJnYTjRgevqAtujITGFBdHNU4=/fit-in/200x150/filters:strip_icc()/pic5095159.jpg
1791,1791,0,5-Minute Dungeon,2017,2,5,30,8,,https://cf.geekdo-images.com/fQOVD0Sc0FXZRZPdNc7VwA__thumb/img/5uDnvcjI-Bd6WbfA-9BLtKqC1-s=/fit-in/200x150/filters:strip_icc()/pic3370214.jpg
1792,1792,0,La Expedición Perdida,2017,1,5,50,14,,https://cf.geekdo-images.com/W8yjFs_0LaFL7TMg-nxi_g__thumb/img/cKmWHBSmqx0MFFyO_6dZmedX0U4=/fit-in/200x150/filters:strip_icc()/pic3339655.jpg
1793,1793,0,Animal Mah-Jong,1850,3,4,120,8,,https://cf.geekdo-images.com/R2R8UHcaRNJwaCJq8PJGFQ__thumb/img/wxs22a4TfQjVpfpmNvaTdPo0FHY=/fit-in/200x150/filters:strip_icc()/pic43709.jpg
1794,1794,0,Animal Tycoon,2007,2,5,45,13,,https://cf.geekdo-images.com/FF_R0HV6APUKh0IW2w6oqw__thumb/img/GH0Q1trIy2CUCkixCe-b6UpjJoY=/fit-in/200x150/filters:strip_icc()/pic2021685.png
1795,1795,0,Concept,2013,4,12,40,10,,https://cf.geekdo-images.com/hHFs0_KRoW_FJ0cMIVgZcw__thumb/img/1MmGQvJVNw8TA7eWAJ8oIK-ZENc=/fit-in/200x150/filters:strip_icc()/pic4991925.jpg
1796,1796,0,Unmatched: Robin Hood vs. Bigfoot,2019,2,2,20,9,,https://cf.geekdo-images.com/5Fr8QPIazZRgEMnN2bwJ0g__thumb/img/wAEIsSjKsEHg_JVJ_adV6MvsJ4o=/fit-in/200x150/filters:strip_icc()/pic4621589.jpg
1797,1797,0,Dungeons & Dragons: Castle Ravenloft Board Game,2010,1,5,60,12,,https://cf.geekdo-images.com/4opHd-PZm42sUE0DD7m8_w__thumb/img/FRE_ow1_sOI4yMvXEKhUc58nXTs=/fit-in/200x150/filters:strip_icc()/pic660244.jpg
1798,1798,0,Disney Villainous: Das Böse schläft nie,2019,2,3,60,10,,https://cf.geekdo-images.com/iEfri2p4Vqh6QFIxc5IlCg__thumb/img/9xcLYtvW_gKIQV1s0XPm7kkclhw=/fit-in/200x150/filters:strip_icc()/pic4849477.jpg
1799,1799,0,Q.E.,2019,3,5,45,8,,https://cf.geekdo-images.com/47o_swlkRbfpMH3hnFZgtA__thumb/img/gT07BJ5Ynlopp-UIQRIySERKUmI=/fit-in/200x150/filters:strip_icc()/pic4383594.png
1800,1800,0,Fábricas Fantásticas,2019,1,5,60,14,,https://cf.geekdo-images.com/AzNYQ2o-SXBAHFpPPtRBIw__thumb/img/CkfTNq419k6DTJthFwPA5oKYoHE=/fit-in/200x150/filters:strip_icc()/pic4095959.png
1801,1801,0,Snow Tails,2008,2,5,60,10,,https://cf.geekdo-images.com/-narZPLY3ffctYJlxZOTuQ__thumb/img/sy6nL2Tvw68OEprLJZQyP1ATUdU=/fit-in/200x150/filters:strip_icc()/pic2574022.png
1802,1802,0,Menara,2018,1,4,60,8,,https://cf.geekdo-images.com/qRwLtZZDhIT1wPD8qjCEUA__thumb/img/M7GGgc8cAX5AiTfdC8U4AieR6VQ=/fit-in/200x150/filters:strip_icc()/pic3944407.jpg
1803,1803,0,Fabelfruit,2016,2,5,30,8,,https://cf.geekdo-images.com/as7-SsHhtfKyuTbhHVCEkg__thumb/img/-gz5nsWLViy7VBE0uD1-qsilWHk=/fit-in/200x150/filters:strip_icc()/pic3086825.jpg
1804,1804,0,Sub Terra,2017,1,6,60,10,,https://cf.geekdo-images.com/47Z9FcLD20NDHdRYUaF_XA__thumb/img/I6Uog8mnrK4MgjiQlIMGcrQ01r8=/fit-in/200x150/filters:strip_icc()/pic3904427.png
1805,1805,0,Cerebria: Le monde intérieur,2018,1,4,120,14,,https://cf.geekdo-images.com/xZ6CZ8_J4CEwR7TT8_3hKw__thumb/img/DpP7gvOmzFeWhBmdk5XgdKFmK1k=/fit-in/200x150/filters:strip_icc()/pic3568532.png
1806,1806,0,Ascension: O Retorno do Caído,2011,1,2,30,13,,https://cf.geekdo-images.com/GOkRsGeaSQ1F3Eck8f35CA__thumb/img/BQqzqFxjB2zsmIMpVq8zhewwdjs=/fit-in/200x150/filters:strip_icc()/pic947575.jpg
1807,1807,0,Polis: Fight for the Hegemony,2012,2,2,120,12,,https://cf.geekdo-images.com/9O_e79sEzNqpd6R-442d-w__thumb/img/nwyG0AnwDYpQtbDZJSzqutsBGyM=/fit-in/200x150/filters:strip_icc()/pic1032795.jpg
1808,1808,0,Marvel Dice Masters: Uncanny X-Men,2014,2,2,60,14,,https://cf.geekdo-images.com/oYdbvhLyv0R0364cfaGD2g__thumb/img/LcqpeKx91-qi-c03Ir0cxc4HJsI=/fit-in/200x150/filters:strip_icc()/pic2338307.jpg
1809,1809,0,Les Dents de la Mer,2019,2,4,60,12,,https://cf.geekdo-images.com/UDv2zsY1rdWVOXyUl8faYg__thumb/img/gOOR7Q9EdwxdjB9t2kgS1HFBs-0=/fit-in/200x150/filters:strip_icc()/pic4581181.jpg
1810,1810,0,The Shipwreck Arcana,2017,2,5,30,12,,https://cf.geekdo-images.com/yv5EAl5uidhZ53WJI-bQ4g__thumb/img/97sqsQ6PTxfoHXd12xQG0hl0pqE=/fit-in/200x150/filters:strip_icc()/pic4042715.png
1811,1811,0,DC Comics Deck-Building Game,2012,2,5,45,15,,https://cf.geekdo-images.com/qcuhAt2zPqNZ2mJpMKv2TA__thumb/img/1gVNkCQMISCTajwgd1klqzDiu-M=/fit-in/200x150/filters:strip_icc()/pic1355432.png
1812,1812,0,Discoveries: The Journals of Lewis & Clark,2015,2,4,60,14,,https://cf.geekdo-images.com/3OjspN1BMrUEL1YN-Q8UKQ__thumb/img/no8Q5IdChPD2Fx1YyDNn_xJyRqw=/fit-in/200x150/filters:strip_icc()/pic2571301.jpg
1813,1813,0,Dice Hospital,2018,1,4,90,10,,https://cf.geekdo-images.com/V6m5SH45BlP6t7-HuGWA-w__thumb/img/R_6kq0mu1RY7RJVvtI9hRClqpNY=/fit-in/200x150/filters:strip_icc()/pic3562670.jpg
1814,1814,0,La Città,2000,2,5,120,12,,https://cf.geekdo-images.com/ttXTVgc8Mxr9NnOcFDEyeA__thumb/img/4YDgg-cOc7mdF6jMcBds_trIzAI=/fit-in/200x150/filters:strip_icc()/pic274350.jpg
1815,1815,0,Cubitos,2021,2,4,60,10,,https://cf.geekdo-images.com/_WY_JrQQRrSUlVof11hMpQ__thumb/img/YBgLAPTM5xOW3fDj_if3-r3oDs0=/fit-in/200x150/filters:strip_icc()/pic5226311.png
1816,1816,0,Legendary Encounters: A Predator Deck Building Game,2015,1,5,45,17,,https://cf.geekdo-images.com/L6RumTcXM5O7_QFahBtDlQ__thumb/img/pOIf0DDBXcSHxKuxlS9NvdYLxoY=/fit-in/200x150/filters:strip_icc()/pic2486937.png
1817,1817,0,Meeple Circus,2017,2,5,45,8,,https://cf.geekdo-images.com/jmdwGVSEsYR9WQ8_Cjjlhg__thumb/img/BV0SAwXm1ICEIVBlQLE8JD4ZC9c=/fit-in/200x150/filters:strip_icc()/pic3895016.jpg
1818,1818,0,Antike,2005,2,6,120,12,,https://cf.geekdo-images.com/qBeZa2sdkpJYmqBXHjZWOw__thumb/img/-u6Eu5lO6yRRnm1XqLpL3aHtQW8=/fit-in/200x150/filters:strip_icc()/pic171444.jpg
1819,1819,0,SpaceCorp: 2025-2300AD,2018,1,4,240,12,,https://cf.geekdo-images.com/YpkxAeGyRn6smZTjCwy7ew__thumb/img/KX5JpI9WbjNszg2B2Ab1Z8YY-Nk=/fit-in/200x150/filters:strip_icc()/pic4410814.jpg
1820,1820,0,Gold West,2015,2,4,60,13,,https://cf.geekdo-images.com/ywijvNUF1ZhL2LnikyiZGg__thumb/img/-NKwOUPRn1dOK__WfFQXITJQUgs=/fit-in/200x150/filters:strip_icc()/pic2218906.png
1821,1821,0,Star Wars: The Queen's Gambit,2000,2,4,120,12,,https://cf.geekdo-images.com/bz5nHaO3qAqNRKV4jketEQ__thumb/img/NX6F33Zk93mJFnP6gwlxsdKHh_0=/fit-in/200x150/filters:strip_icc()/pic35506.jpg
1822,1822,0,Werewords,2017,4,10,10,8,,https://cf.geekdo-images.com/4ngyBZXLLKIOdGuUHE7baw__thumb/img/gSGfC0ZMYbOXukqfdBBuxULmyJU=/fit-in/200x150/filters:strip_icc()/pic4415135.jpg
1823,1823,0,Baśniowy Bór,2018,2,4,60,14,,https://cf.geekdo-images.com/fKsNUAfk4uSR6TWsxhHfmg__thumb/img/E4VZGAGR2wXudx3iUw_EsUIKqBk=/fit-in/200x150/filters:strip_icc()/pic3388680.jpg
1824,1824,0,Alice in Wonderland Parade,2007,2,6,45,12,,https://cf.geekdo-images.com/lmRNihICb4mklj0ec1vj6g__thumb/img/UYkr4MpEZv5QiLWW5ef9RUm3gm0=/fit-in/200x150/filters:strip_icc()/pic2239001.jpg
1825,1825,0,Automobiles,2016,2,5,75,10,,https://cf.geekdo-images.com/nkJTfSPcFJMWRXbylQV1zQ__thumb/img/IMVYj2GfptabGcuAmZHL54SHSw0=/fit-in/200x150/filters:strip_icc()/pic2586265.png
1826,1826,0,Zombicide Saison 3: Rue Morgue,2015,1,12,60,14,,https://cf.geekdo-images.com/X23vClLnMupg9qrvfXh4ig__thumb/img/Olew3kt2kSCo0si3KyvPpxDESgc=/fit-in/200x150/filters:strip_icc()/pic4287832.jpg
1827,1827,0,Het Koopmanshuis,2010,2,5,45,8,,https://cf.geekdo-images.com/x1EVKCtIP_tFTH8h5kvXog__thumb/img/8n5m3ZjWQfD-uwM7hOEyqS_93I4=/fit-in/200x150/filters:strip_icc()/pic686491.jpg
1828,1828,0,Space Hulk (Fourth Edition),2014,2,2,60,12,,https://cf.geekdo-images.com/dNqFlbobhFwXQZhtp6LTng__thumb/img/4JHUQDdygu61zowajEmwoPvUHtw=/fit-in/200x150/filters:strip_icc()/pic2245229.jpg
1829,1829,0,Qwirkle,2006,2,4,45,6,,https://cf.geekdo-images.com/k7zHj8j_a6uUAtXUt5Fvuw__thumb/img/APPui4zwBuwAIHXSTW6UxYcY6Ow=/fit-in/200x150/filters:strip_icc()/pic309353.jpg
1830,1830,0,Mercanti di Venere,2012,1,4,240,14,,https://cf.geekdo-images.com/2aHxs1ljNAD2Q2e8q6vW2w__thumb/img/_XGWw_z41Vp3M5Ycn2YXmqK53SE=/fit-in/200x150/filters:strip_icc()/pic1134632.jpg
1831,1831,0,Empire,1991,3,6,270,12,,https://cf.geekdo-images.com/2pr-83ghWQUlwXSLuSTCtw__thumb/img/4XPSkcdNf6CXGWsDGSRXrP7VUBc=/fit-in/200x150/filters:strip_icc()/pic287451.jpg
1832,1832,0,The Magnificent,2019,1,4,90,14,,https://cf.geekdo-images.com/6pci74DWc7U7XuwkfpEu2Q__thumb/img/K-X_5jjTMmesaFzFUoFOZu5p_AU=/fit-in/200x150/filters:strip_icc()/pic4871117.jpg
1833,1833,0,CO2,2012,1,5,120,12,,https://cf.geekdo-images.com/7CdjkzPByup72oLWuOg9AA__thumb/img/NUltG_U1uGXWs3rwv86Om0hQgHE=/fit-in/200x150/filters:strip_icc()/pic1350204.jpg
1834,1834,0,Mr. Jack Pocket,2010,2,2,15,14,,https://cf.geekdo-images.com/nd44m6n6ykDCsHVt4wcEcQ__thumb/img/wpEJcfEdHyXDW1Kh3xbevgW2JuA=/fit-in/200x150/filters:strip_icc()/pic1519530.jpg
1835,1835,0,Mint Works,2017,1,4,20,13,,https://cf.geekdo-images.com/M5BuA5mmFICpc5xoNsZKhA__thumb/img/JxZXYQgSGrUFX4mRlAZm2-C0WUY=/fit-in/200x150/filters:strip_icc()/pic5692556.jpg
1836,1836,0,Exposition Universelle 1893,2016,2,4,45,10,,https://cf.geekdo-images.com/iHERVAfyVClk_eNT6noIlg__thumb/img/Za-pR3Js9cMJ_CoAdy6ET1F__-0=/fit-in/200x150/filters:strip_icc()/pic2721792.png
1837,1837,0,Railroad Revolution,2016,2,4,90,12,,https://cf.geekdo-images.com/0A9aGzLzmBxN_M6rgpb6Dg__thumb/img/pupJXts3kO3x05Ki-lhREAPWrhw=/fit-in/200x150/filters:strip_icc()/pic3200781.jpg
1838,1838,0,Yellow & Yangtze,2018,2,4,90,14,,https://cf.geekdo-images.com/BxHQLD5nnVltDWXt4OKsgQ__thumb/img/Xf9hEf74SZfcOi0ZbNhdUW6BTt0=/fit-in/200x150/filters:strip_icc()/pic3938502.jpg
1839,1839,0,Smash Up: Carini e Coccolosi,2015,2,2,45,14,,https://cf.geekdo-images.com/qbBlobucRIEbX_PjsrHxKQ__thumb/img/lcrlUUOClf4XN7sJqbWsur8twwA=/fit-in/200x150/filters:strip_icc()/pic2302759.jpg
1840,1840,0,Star Trek: Frontiers,2016,1,4,240,14,,https://cf.geekdo-images.com/c7DbwURIiGQIWKaw4cfT6w__thumb/img/1ijCKBwkF1ntci6pBudfDREDVJk=/fit-in/200x150/filters:strip_icc()/pic3008535.jpg
1841,1841,0,Tak,2017,2,2,60,12,,https://cf.geekdo-images.com/SyVxFKO4cD_6sjYzp9OkAQ__thumb/img/rRfMYYd3-g9BIP65AVmhHdE-Az0=/fit-in/200x150/filters:strip_icc()/pic6055592.png
1842,1842,0,Tal der Könige,2014,2,4,45,14,,https://cf.geekdo-images.com/znCYAtq2-hYk0wqqudGRow__thumb/img/Zz0CMUjwcxJuosHchbMbEVXcSsQ=/fit-in/200x150/filters:strip_icc()/pic1848490.jpg
1843,1843,0,Call to Adventure,2019,1,4,60,9,,https://cf.geekdo-images.com/oz_C4Hwf1Hb6KHt6KTxJJA__thumb/img/WKPD4ypqNftdXn2L3q4aPM8UXh0=/fit-in/200x150/filters:strip_icc()/pic4165094.jpg
1844,1844,0,Thunderstone: Drachenturm,2011,1,5,45,12,,https://cf.geekdo-images.com/P3leDpredE7MnVMZtd6J0g__thumb/img/iXamEqwaAB5wSLxBqL9H6bc5ZsU=/fit-in/200x150/filters:strip_icc()/pic837358.jpg
1845,1845,0,Cottage Garden,2016,1,4,60,8,,https://cf.geekdo-images.com/7Zk5_GsYycmHYD4RN3kIJQ__thumb/img/feLpplY6_MLKO4Tzfj5N2bW4a9o=/fit-in/200x150/filters:strip_icc()/pic3499059.jpg
1846,1846,0,Manila,2005,3,5,60,10,,https://cf.geekdo-images.com/dU0cm4_NP8QiQqiXP9Jclw__thumb/img/fgRQKglhHBKsRP-nUi0EE-iuxvM=/fit-in/200x150/filters:strip_icc()/pic902372.jpg
1847,1847,0,"Warhammer 40,000: Conquest",2014,2,2,60,14,,https://cf.geekdo-images.com/7u9y7JnR91pkt__MjrU6EA__thumb/img/QdrvsZBLNHohQ_rIra14zlmBJ3Q=/fit-in/200x150/filters:strip_icc()/pic2079275.jpg
1848,1848,0,Lovecraft Letter,2017,2,6,15,10,,https://cf.geekdo-images.com/iRDSJ4wnIjbcZnYYmxrS7w__thumb/img/a3lM0zDNSGhWG-Q_7h5sMk24xCU=/fit-in/200x150/filters:strip_icc()/pic3485528.png
1849,1849,0,Les basses terres,2018,2,4,100,12,,https://cf.geekdo-images.com/2uRvcCayqNG38NJQBcESAA__thumb/img/fMI59KCpNrF_uemwoD5-CBY96hc=/fit-in/200x150/filters:strip_icc()/pic4007841.jpg
